id,elevation,ozone,NO2,azimuth,zenith,incidence_azimuth,incidence_zenith,file_name_l1,value_550
6861,824,307,0.185,146.3,33.3,105.6,7.7,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200804T183919_20200804T184659_T11TMM.tif,0.076
6862,824,307,0.185,146.3,33.3,179.2,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200804T183919_20200804T184659_T11TNM.tif,0.076
6863,824,303,0.185,148.4,36,179.5,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200814T183919_20200814T184525_T11TNM.tif,0.071
6864,824,300,0.182,149.4,37.5,104.8,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200819T183921_20200819T184459_T11TMM.tif,0.17
6865,824,296,0.176,153.1,40.3,180.9,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200829T183921_20200829T184133_T11TNM.tif,0.196
6866,824,294,0.174,157.3,40.6,286.7,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200901T184921_20200901T185711_T11TMM.tif,0.046
6867,824,294,0.174,157.3,40.6,293.4,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200901T184921_20200901T185711_T11TNM.tif,0.046
6868,824,291,0.17,156.5,43.4,181.2,2.8,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200908T183921_20200908T184756_T11TNM.tif,0.151
6869,824,290,0.168,158.7,44.2,293.4,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200911T184951_20200911T185837_T11TNM.tif,0.141
6870,824,287,0.163,159.6,46.8,104.8,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20200918T184041_20200918T184914_T11TMM.tif,1.336
6872,824,354,0.12,160.4,59.9,285.7,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20220218T185429_20220218T185542_T11TMM.tif,0.033
6873,824,355,0.125,160,58.2,286.8,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20220223T185401_20220223T185357_T11TMM.tif,0.062
6874,824,355,0.125,160,58.2,293.4,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20220223T185401_20220223T185357_T11TNM.tif,0.062
6875,824,357,0.135,160.3,54.2,293.4,11,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20220305T185251_20220305T185849_T11TNM.tif,0.051
6876,824,358,0.138,170.9,51.9,105.7,7.6,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20220307T184229_20220307T185044_T11TMM.tif,0.127
6878,824,360,0.149,158.5,48.5,285.7,7.2,Rimrock_46-4875_-116-991667_COPERNICUS_S2_20220320T184959_20220320T190033_T11TMM.tif,0.062
6879,212,252,0.095,42.6,38,251.3,4.2,Rio_Branco_-9-957467_-67-86935_COPERNICUS_S2_20200511T144729_20200511T144724_T19LFJ.tif,0.058
6880,212,255,0.103,39.8,42.7,212.9,3.2,Rio_Branco_-9-957467_-67-86935_COPERNICUS_S2_20200705T144731_20200705T145501_T19LFK.tif,0.089
6881,212,271,0.202,67.4,28.3,211.9,3.2,Rio_Branco_-9-957467_-67-86935_COPERNICUS_S2_20200918T144729_20200918T144727_T19LFK.tif,0.942
6882,212,271,0.187,67.9,24.1,254.8,4.2,Rio_Branco_-9-957467_-67-86935_COPERNICUS_S2_20200923T144731_20200923T144811_T19LFJ.tif,0.466
6883,212,259,0.093,64.9,33.1,212.1,3.1,Rio_Branco_-9-957467_-67-86935_COPERNICUS_S2_20210401T144721_20210401T144723_T19LFK.tif,0.138
6884,75,347,0.307,158.5,57.1,104.3,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20180215T100111_20180215T100814_T33TTG.tif,0.058
6885,75,291,0.303,161,49.6,105.3,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20181008T100019_20181008T100822_T32TQM.tif,0.093
6886,75,293,0.294,167.1,61.9,107.5,6.1,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20181117T100259_20181117T100301_T32TQM.tif,0.13
6888,75,309,0.294,164.5,66.8,105.6,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20181217T100409_20181217T100410_T33TTG.tif,0.023
6892,75,327,0.274,156.1,66.5,105.6,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20190116T100349_20190116T100344_T33TTG.tif,0.099
6893,75,337,0.29,158.5,62.1,104.4,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20190131T100241_20190131T100330_T33TTG.tif,0.071
6894,75,367,0.3,141.5,41.7,105.3,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20190406T100029_20190406T100222_T32TQM.tif,0.106
6895,75,367,0.3,141.5,41.7,105.6,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20190406T100029_20190406T100222_T33TTG.tif,0.106
6896,75,361,0.281,148.8,28.4,104.2,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20190506T100039_20190506T100910_T32TQM.tif,0.044
6897,75,349,0.269,138.5,24.8,104.5,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20190531T100031_20190531T100847_T33TTG.tif,0.067
6898,75,346,0.267,132,25.9,105.2,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20190605T100039_20190605T100530_T32TQM.tif,0.218
6900,75,315,0.241,141.3,29.4,105.2,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20190804T100039_20190804T100758_T32TQM.tif,0.089
6901,75,315,0.241,141.3,29.4,105.4,6.1,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20190804T100039_20190804T100758_T33TTG.tif,0.089
6903,75,302,0.276,156.2,42.4,104.4,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20190918T100031_20190918T100026_T33TTG.tif,0.36
6904,75,295,0.294,158,65,105.4,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20191122T100229_20191122T100827_T32TQM.tif,0.125
6905,75,303,0.295,167,65.6,104.4,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20191207T100411_20191207T100405_T33TTG.tif,0.162
6906,75,309,0.294,165.2,66.7,104.1,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20191217T100411_20191217T100410_T32TQM.tif,0.044
6907,75,309,0.294,165.2,66.7,104.4,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20191217T100411_20191217T100410_T33TTG.tif,0.044
6908,75,315,0.287,163.4,67,104.3,6.1,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20191227T100411_20191227T100411_T32TQM.tif,0.13
6909,75,318,0.283,161.7,67.1,105.7,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200101T100319_20200101T100321_T33TTG.tif,0.067
6910,75,324,0.276,161.2,66,105.4,6.1,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200111T100259_20200111T100313_T32TQM.tif,0.162
6911,75,324,0.276,161.2,66,105.7,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200111T100259_20200111T100313_T33TTG.tif,0.162
6912,75,347,0.307,155.9,57.9,104.6,6.3,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200215T100111_20200215T100547_T33TTG.tif,0.03
6913,75,349,0.309,155.4,56.3,105.5,6.1,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200220T100029_20200220T100218_T32TQM.tif,0.042
6914,75,367,0.301,150.6,39.1,104.3,6.1,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200405T100021_20200405T100236_T32TQM.tif,0.225
6915,75,371,0.293,149.7,35.3,104.4,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200415T100031_20200415T100113_T33TTG.tif,0.066
6917,75,355,0.274,132.4,28.8,105.4,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200520T100029_20200520T100525_T32TQM.tif,0.129
6918,75,355,0.274,132.4,28.8,105.6,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200520T100029_20200520T100525_T33TTG.tif,0.129
6919,75,352,0.272,138,25.9,104.1,6.1,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200525T100031_20200525T100503_T33TTG.tif,0.142
6921,75,322,0.259,136.7,25.6,104.1,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200714T100031_20200714T100545_T32TQM.tif,0.097
6922,75,318,0.251,139,27.2,104,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200724T100031_20200724T100347_T32TQM.tif,0.163
6923,75,316,0.246,140.3,28.2,105.7,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200729T100029_20200729T100152_T33TTG.tif,0.202
6924,75,313,0.238,142.9,30.5,105.4,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200808T100029_20200808T100254_T32TQM.tif,0.164
6927,75,302,0.274,157.8,42,105.6,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20200917T100029_20200917T100028_T33TTG.tif,0.209
6929,75,288,0.311,161.7,53.1,105.3,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20201017T100029_20201017T100736_T32TQM.tif,0.074
6930,75,290,0.299,176.1,58.2,105.6,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20201106T100219_20201106T100216_T33TTG.tif,0.105
6931,75,291,0.296,167.1,60.5,103.8,5.9,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20201111T100241_20201111T100410_T32TQM.tif,0.234
6932,75,311,0.291,161.6,67.5,104,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20201221T100431_20201221T100426_T32TQM.tif,0.081
6934,75,357,0.317,155.1,48.4,103.9,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20210311T100031_20210311T100406_T32TQM.tif,0.093
6935,75,361,0.313,148.4,46,103.9,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20210321T100031_20210321T100713_T32TQM.tif,0.102
6936,75,363,0.309,147.3,44.3,105.6,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20210326T100029_20210326T100557_T33TTG.tif,0.195
6937,75,365,0.305,151.3,41,104,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20210331T100021_20210331T100404_T32TQM.tif,0.077
6938,75,371,0.293,137,39.3,105.6,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20210415T100019_20210415T100217_T33TTG.tif,0.129
6939,75,367,0.301,150.6,39.2,104,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20220405T100031_20220405T100408_T32TQM.tif,0.054
6940,75,371,0.293,157.1,34,104.1,6,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20220415T100031_20220415T100410_T32TQM.tif,0.523
6941,75,371,0.293,157.1,34,104.4,6.2,Rome_La_Sapienza_41-901695_12-515773_COPERNICUS_S2_20220415T100031_20220415T100410_T33TTG.tif,0.523
6942,130,343,0.301,158.8,58.7,105.6,6.2,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20180210T100139_20180210T100847_T33TTG.tif,0.057
6943,130,340,0.265,133.7,24.3,104.2,6.1,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20180615T100031_20180615T100522_T32TQM.tif,0.079
6944,130,337,0.264,133.5,24.2,212.1,3.1,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20180620T100029_20180620T100626_T33TUG.tif,0.147
6945,130,316,0.248,139.7,28.4,105.3,6,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20180730T100029_20180730T100819_T32TQM.tif,0.233
6947,130,321,0.277,160.9,66.7,105.6,6.2,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20190106T100409_20190106T100408_T33TTG.tif,0.038
6948,130,321,0.277,160.9,66.7,212.1,3.1,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20190106T100409_20190106T100408_T33TUG.tif,0.038
6949,130,347,0.308,153.7,58.5,212,3.1,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20190215T100109_20190215T100109_T33TUG.tif,0.046
6950,130,349,0.312,157.2,55.6,104.1,6,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20190220T100031_20190220T100033_T32TQM.tif,0.177
6951,130,337,0.264,132.7,24.5,104,6,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20190620T100031_20190620T100204_T32TQM.tif,0.111
6952,130,318,0.252,137.6,27.6,213.3,3.1,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20190725T100039_20190725T100415_T33TUG.tif,0.153
6953,130,365,0.315,160.5,39,105.6,6.2,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20200331T100029_20200331T100122_T33TTG.tif,0.221
6954,130,355,0.278,159.4,22.8,212,3.1,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20200520T100029_20200520T100525_T33TUG.tif,0.108
6955,130,290,0.299,167.6,58.9,105.3,6,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20201106T100219_20201106T100216_T32TQM.tif,0.099
6956,130,291,0.296,165.8,60.6,104.1,6.1,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20201111T100241_20201111T100410_T33TTG.tif,0.271
6957,130,306,0.297,166.8,66,211.5,3.1,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20201211T100411_20201211T100409_T33TUG.tif,0.102
6959,130,366,0.296,145.1,32.7,105.6,6.2,Rome_Tor_Vergata_41-83955_12-647333_COPERNICUS_S2_20210425T100019_20210425T100021_T33TTG.tif,0.079
6960,420,328,0.174,139,28.6,110.6,4.1,Saada_31-62583_-8-15583_COPERNICUS_S2_20180412T110619_20180412T112101_T29RNQ.tif,0.072
6961,420,292,0.169,125.8,26.9,110.3,4,Saada_31-62583_-8-15583_COPERNICUS_S2_20180815T110651_20180815T111826_T29RNQ.tif,0.273
6962,420,292,0.169,125.8,26.9,100.6,5.5,Saada_31-62583_-8-15583_COPERNICUS_S2_20180815T110651_20180815T111826_T29SNR.tif,0.273
6963,420,290,0.166,130.7,29.3,110.6,4,Saada_31-62583_-8-15583_COPERNICUS_S2_20180825T110621_20180825T111624_T29RNQ.tif,0.16
6964,420,286,0.16,146.5,34.9,102.1,5.6,Saada_31-62583_-8-15583_COPERNICUS_S2_20180919T110719_20180919T111256_T29SNR.tif,0.344
6965,420,285,0.158,149.4,38.4,102.1,5.5,Saada_31-62583_-8-15583_COPERNICUS_S2_20180929T110829_20180929T111054_T29SNR.tif,0.094
6967,420,283,0.155,151.8,41.9,102.1,5.5,Saada_31-62583_-8-15583_COPERNICUS_S2_20181009T110939_20181009T111854_T29SNR.tif,0.077
6968,420,323,0.18,116.2,23.5,101.9,5.5,Saada_31-62583_-8-15583_COPERNICUS_S2_20190517T110629_20190517T111526_T29SNR.tif,0.15
6969,420,318,0.179,112.1,22.4,111.9,4,Saada_31-62583_-8-15583_COPERNICUS_S2_20190527T110629_20190527T111243_T29RNQ.tif,0.096
6970,420,313,0.179,108.9,21.7,102,5.5,Saada_31-62583_-8-15583_COPERNICUS_S2_20190606T110629_20190606T111434_T29SNR.tif,0.112
6971,420,286,0.16,146.4,34.8,109.3,4.1,Saada_31-62583_-8-15583_COPERNICUS_S2_20190919T110721_20190919T111421_T29RNQ.tif,0.118
6972,420,280,0.147,175.6,49.7,102.2,5.5,Saada_31-62583_-8-15583_COPERNICUS_S2_20191113T111219_20191113T111904_T29SNR.tif,0.242
6973,420,281,0.146,167.5,54.7,109.7,4.1,Saada_31-62583_-8-15583_COPERNICUS_S2_20191203T111329_20191203T112149_T29RNQ.tif,0.075
6974,420,318,0.165,141.2,37.2,102.1,5.6,Saada_31-62583_-8-15583_COPERNICUS_S2_20200322T110639_20200322T111827_T29SNR.tif,0.065
6975,420,281,0.147,163.2,54.7,102.3,5.5,Saada_31-62583_-8-15583_COPERNICUS_S2_20201127T111419_20201127T111446_T29SNR.tif,0.028
6976,420,282,0.146,159.7,57.6,108.9,4.1,Saada_31-62583_-8-15583_COPERNICUS_S2_20201212T111451_20201212T111447_T29RNQ.tif,0.047
6977,1406,256,0.116,48.6,41.4,145.9,3,Sakeji_School_-11-232956_24-312_COPERNICUS_S2_20200505T081611_20200505T083630_T35LKH.tif,0.06
6978,1406,259,0.225,46.1,46,142,3,Sakeji_School_-11-232956_24-312_COPERNICUS_S2_20200719T081609_20200719T083627_T35LKH.tif,0.043
6979,1406,261,0.223,48.4,44.6,101.9,6.1,Sakeji_School_-11-232956_24-312_COPERNICUS_S2_20200729T081609_20200729T083205_T34LHN.tif,0.548
6980,1406,263,0.221,51.3,42.9,101.9,6.1,Sakeji_School_-11-232956_24-312_COPERNICUS_S2_20200808T081609_20200808T083213_T34LHN.tif,0.811
6981,1406,264,0.22,52,41.1,144.2,3,Sakeji_School_-11-232956_24-312_COPERNICUS_S2_20200813T081611_20200813T084258_T35LKH.tif,0.693
6982,1406,275,0.135,92.6,25.6,145.3,3,Sakeji_School_-11-232956_24-312_COPERNICUS_S2_20201022T082011_20201022T083717_T35LKH.tif,0.43
6983,1406,275,0.131,96.5,30.4,101.6,6.1,Sakeji_School_-11-232956_24-312_COPERNICUS_S2_20201027T082009_20201027T084023_T34LHN.tif,0.436
6984,-32,286,0.191,153.8,60.4,100.9,5.5,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200106T182741_20200106T183407_T11SNS.tif,0.01
6985,-32,286,0.191,153.8,60.4,228.2,3.5,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200106T182741_20200106T183407_T11SPS.tif,0.01
6986,-32,287,0.19,156.7,58.6,227.8,3.5,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200111T182729_20200111T182725_T11SPS.tif,0.035
6987,-32,316,0.189,144.6,42.5,102.1,5.5,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200311T182049_20200311T182941_T11SNS.tif,0.051
6988,-32,316,0.189,144.6,42.5,228.1,3.5,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200311T182049_20200311T182941_T11SPS.tif,0.051
6989,-32,319,0.191,142.5,38.7,102.1,5.5,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200321T181939_20200321T183426_T11SNS.tif,0.026
6990,-32,327,0.197,134.2,28.3,102.1,5.5,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200420T181909_20200420T183039_T11SNS.tif,0.053
6991,-32,327,0.197,134.2,28.3,227.7,3.5,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200420T181909_20200420T183039_T11SPS.tif,0.053
6993,-32,326,0.2,123.7,22.5,100.5,5.4,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200515T181931_20200515T183120_T11SNS.tif,0.023
6994,-32,318,0.198,115.5,21.9,102,5.4,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200530T181919_20200530T183307_T11SNS.tif,0.05
6995,-32,313,0.198,114.2,20.7,229.2,3.5,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200609T181919_20200609T183256_T11SPS.tif,0.041
6996,-32,308,0.195,112.4,20.8,102.1,5.4,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200619T181919_20200619T183232_T11SNS.tif,0.077
6997,-32,308,0.195,112.4,20.8,228.7,3.5,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200619T181919_20200619T183232_T11SPS.tif,0.077
6998,-32,303,0.19,112.1,22.3,100.7,5.5,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200704T181931_20200704T183434_T11SNS.tif,0.06
7000,-32,292,0.176,129.9,28.8,228.4,3.5,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200818T181919_20200818T182541_T11SPS.tif,0.275
7001,-32,290,0.175,133.7,29.4,100.5,5.4,Salton_Sea_33-16923_-115-85593_COPERNICUS_S2_20200823T181931_20200823T182639_T11SNS.tif,0.094
7003,1663,288,0.182,156.6,61.7,284.9,7.4,Sandia_NM_PSEL_35-054583_-106-540069_COPERNICUS_S2_20190102T175731_20190102T175731_T13SCU.tif,0.109
7005,1663,300,0.181,158.2,55,284.9,7.5,Sandia_NM_PSEL_35-054583_-106-540069_COPERNICUS_S2_20190201T175551_20190201T180143_T13SCU.tif,0.023
7007,1663,308,0.182,156.1,49.8,104.6,9,Sandia_NM_PSEL_35-054583_-106-540069_COPERNICUS_S2_20190218T174401_20190218T174358_T13SCU.tif,0.034
7008,1663,303,0.188,120.7,19.9,105.2,9,Sandia_NM_PSEL_35-054583_-106-540069_COPERNICUS_S2_20190623T173909_20190623T174342_T13SCU.tif,0.045
7009,1663,278,0.173,149,37.8,284.9,7.5,Sandia_NM_PSEL_35-054583_-106-540069_COPERNICUS_S2_20190919T175011_20190919T175844_T13SCU.tif,0.047
7013,52,319,0.159,152.4,12,140.4,3.1,Santa_Cruz_Tenerife_28-472528_-16-247361_COPERNICUS_S2_20220510T115219_20220510T115215_T28RCS.tif,0.231
7014,432,266,0.152,43.5,44.2,102.8,9.1,SANTA_CRUZ_UTEPSA_-17-767325_-63-200961_COPERNICUS_S2_20190811T142041_20190811T142041_T20KMF.tif,0.357
7015,432,274,0.174,69.6,27.7,102.8,9.1,SANTA_CRUZ_UTEPSA_-17-767325_-63-200961_COPERNICUS_S2_20191010T141741_20191010T142628_T20KMF.tif,0.104
7016,432,273,0.158,80.2,24.6,103.5,9.1,SANTA_CRUZ_UTEPSA_-17-767325_-63-200961_COPERNICUS_S2_20191025T141739_20191025T141736_T20KMF.tif,0.242
7021,432,274,0.19,54.5,24.5,103.5,9.1,SANTA_CRUZ_UTEPSA_-17-767325_-63-200961_COPERNICUS_S2_20200929T141739_20200929T142509_T20KMF.tif,0.167
7023,22,249,0.091,145.8,27.5,101.5,6.5,San_Cristobal_USFQ_-0-8954_-89-60879_COPERNICUS_S2_20181215T162309_20181215T162334_T16MBE.tif,0.055
7024,22,249,0.09,124.7,42.7,101.6,9.6,San_Cristobal_USFQ_-0-8954_-89-60879_COPERNICUS_S2_20181220T162311_20181220T162306_T15MZV.tif,0.059
7025,22,254,0.086,98.4,22.4,101.6,9.6,San_Cristobal_USFQ_-0-8954_-89-60879_COPERNICUS_S2_20190310T162311_20190310T162310_T15MZV.tif,0.228
7026,22,254,0.086,92.9,26,103.7,6.7,San_Cristobal_USFQ_-0-8954_-89-60879_COPERNICUS_S2_20190315T162319_20190315T162313_T16MBE.tif,0.143
7028,22,257,0.092,48.1,29.9,103.6,6.6,San_Cristobal_USFQ_-0-8954_-89-60879_COPERNICUS_S2_20190514T162329_20190514T162323_T16MBE.tif,0.079
7029,22,253,0.094,139.1,25.3,102.3,9.6,San_Cristobal_USFQ_-0-8954_-89-60879_COPERNICUS_S2_20191120T162309_20191120T162312_T15MZV.tif,0.08
7030,22,262,0.097,113.5,25.4,101.7,9.6,San_Cristobal_USFQ_-0-8954_-89-60879_COPERNICUS_S2_20201020T162321_20201020T162320_T15MZV.tif,0.046
7031,22,249,0.09,136.3,32.1,102.5,6.7,San_Cristobal_USFQ_-0-8954_-89-60879_COPERNICUS_S2_20201219T162311_20201219T162313_T16MBE.tif,0.091
7035,20,259,0.097,109.9,32.2,283.7,8.4,San_Marco_Platform_-2-941667_40-214722_COPERNICUS_S2_20220214T073009_20220214T074421_T37MFS.tif,0.251
7036,20,263,0.1,92.2,32.5,284.7,8.4,San_Marco_Platform_-2-941667_40-214722_COPERNICUS_S2_20220311T072721_20220311T074732_T37MFS.tif,0.268
7037,786,259,0.356,31.5,51.5,113.2,3.7,Sao_Paulo_-23-5615_-46-734983_COPERNICUS_S2_20190527T131249_20190527T131251_T23KLP.tif,0.051
7038,786,265,0.22,79,32.1,111.9,3.8,Sao_Paulo_-23-5615_-46-734983_COPERNICUS_S2_20220210T131239_20220210T131237_T23KLP.tif,0.13
7040,193,371,0.226,142.5,54.4,104.5,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20190322T191049_20190322T191145_T10UDV.tif,0.074
7041,193,371,0.228,155.7,48.6,103.1,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20190327T191021_20190327T191016_T10UDV.tif,0.048
7043,193,342,0.225,147,28.8,104.7,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20190630T190919_20190630T191707_T10UDV.tif,0.062
7044,193,332,0.219,147.3,30.5,103.2,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20190715T190921_20190715T191504_T10UDV.tif,0.129
7045,193,328,0.217,147.8,31.4,104.5,5.2,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20190720T190919_20190720T191856_T10UDV.tif,0.066
7047,193,308,0.208,153.6,38.6,104.6,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20190819T190919_20190819T192030_T10UDV.tif,0.121
7048,193,302,0.207,156.1,41.7,104.6,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20190829T190919_20190829T191652_T10UDV.tif,0.049
7049,193,299,0.206,157.3,43.4,103.1,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20190903T190911_20190903T191933_T10UDV.tif,0.121
7050,193,288,0.225,172.3,53.1,103.1,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20191003T191231_20191003T191450_T10UDV.tif,0.122
7051,193,370,0.225,157,52.5,104.6,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20200316T191029_20200316T191208_T10UDV.tif,0.05
7052,193,371,0.226,157.2,50.4,103.2,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20200321T191051_20200321T191957_T10UDV.tif,0.076
7053,193,371,0.23,155.3,37.4,104.7,5.4,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20200425T190909_20200425T191559_T10UDV.tif,0.09
7054,193,366,0.226,153,32,104.5,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20200515T190909_20200515T191310_T10UDV.tif,0.06
7055,193,308,0.208,153.5,38.5,103.2,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20200818T190921_20200818T191444_T10UDV.tif,0.039
7056,193,297,0.231,168.2,64.3,104.5,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20201101T191539_20201101T191542_T10UDV.tif,0.021
7057,193,301,0.229,168.6,65.8,103.1,5.2,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20201106T191611_20201106T191612_T10UDV.tif,0.039
7058,193,374,0.233,156.5,40.9,104.6,5.3,Saturn_Island_48-775252_-123-128177_COPERNICUS_S2_20220415T190909_20220415T191654_T10UDV.tif,0.084
7059,30,372,0.182,158.3,51.7,169.7,2.8,Section-7_Platform_44-5458_29-4466_COPERNICUS_S2_20220308T085821_20220308T090331_T35TPK.tif,0.352
7060,480,275,0.157,151.2,40.8,145.8,3,SEDE_BOKER_30-855_34-782222_COPERNICUS_S2_20181008T081819_20181008T082919_T36RXV.tif,0.151
7061,480,275,0.151,162.4,51.8,147,3,SEDE_BOKER_30-855_34-782222_COPERNICUS_S2_20181117T082219_20181117T082657_T36RXV.tif,0.089
